synonym	primary
C9orf54	MIGA2
FAM73B	MIGA2
AFDC1	ATAD1
FNP001	ATAD1
HKPX4	ATAD1
Msp1	ATAD1
THORASE	ATAD1
hATAD1	ATAD1
NIAM	TBRG1
TB-5	TBRG1
PLXDC2-OT	PLXDC2
TEM7R	PLXDC2
DFNB122	TMTC4
TMEM118	RNFT2
ESC2	NFATC2IP
NIP45	NFATC2IP
RAD60	NFATC2IP
CCDC123	CEP89
CEP123	CEP89
C9orf100	ARHGEF39
HIES3	ZNF341
AP-O	AOPEP
APO	AOPEP
C90RF3	AOPEP
C9orf3	AOPEP
DYT31	AOPEP
ONPEP	AOPEP
YEA	SLC35B4
YEA4	SLC35B4
HATH6	ATOH8
bHLHa21	ATOH8
ZF6	ZNF587
C12orf34	FAM222A
CIRH1A	UTP4
CIRHIN	UTP4
NAIC	UTP4
TEX292	UTP4
MANSC3	LRP11
bA350J20.3	LRP11
CREP	PPP1R15B
MSSGM2	PPP1R15B
ALG10A	ALG10
DIE2	ALG10
KCR1	ALG10B
ZNF798	FIZ1
FAM104A	VCF1
DIRC2	SLC49A4
RCC4	SLC49A4
NET31	TMEM209
GREATWALL	MASTL
GW	MASTL
GWL	MASTL
MAST-L	MASTL
C12orf52	RITA1
AWMS3	MEDAG
C13orf33	MEDAG
MEDA-4	MEDAG
MEDA4	MEDAG
hAWMS3	MEDAG
ANCHR	ZFYVE19
MPFYVE	ZFYVE19
PFIC9	ZFYVE19
NIN283	ZNRF1
APG4-C	ATG4C
APG4C	ATG4C
AUTL3	ATG4C
HsAPG4C	ATG4C
EXPAND1	PWWP3A
HSPC211	PWWP3A
MUM-1	PWWP3A
ClipinE	CORO6
HSH2	HSH2D
GAMOS	WDR73
GAMOS1	WDR73
HSPC264	WDR73
CT128	MAEL
SPATA35	MAEL
BEM46L1	ABHD13
C13orf6	ABHD13
bA153I24.2	ABHD13
C6orf93	LTV1
IPHAK	LTV1
dJ468K18.4	LTV1
PRP38A	PRPF38A
Prp38	PRPF38A
CTEN	TNS4
PP14434	TNS4
JACOP	CGNL1
PCING	CGNL1
CML66	NUDCD1
OVA66	NUDCD1
AI3C	RELT
TNFRSF19L	RELT
TRLT	RELT
JFC1	SYTL1
STS-1	UBASH3B
STS1	UBASH3B
TULA-2	UBASH3B
TULA2	UBASH3B
KIAA1984	CCDC183
bA216L13.7	CCDC183
Fbl2	FBXL20
Fbl20	FBXL20
JUB	AJUBA
ABH6	ALKBH6
MST074	LSM10
MSTP074	LSM10
MA6	PNMA6A
PNMA6	PNMA6A
PNMA6C	PNMA6A
C20orf100	TOX2
GCX-1	TOX2
GCX1	TOX2
dJ1108D11.2	TOX2
dJ495O3.1	TOX2
APG4-D	ATG4D
APG4D	ATG4D
AUTL4	ATG4D
HsAPG4D	ATG4D
SLC61A1	MFSD5
hsMOT2	MFSD5
DISPA	DISP1
NEDEMA	FRMD5
C3orf34	CEP19
MOSPGF	CEP19
BJ-TSA-9	FAM83A
C12orf62	COX14
MC4DN10	COX14
PCAG1	COX14
MYPT3	PPP1R16A
SPF45	RBM17
HPMRS6	PIGY
PIG-Y	PIGY
BMSC-UbP	UBL7
TCBA1	NKAIN2
AGXT2L2	PHYKPL
PHLU	PHYKPL
WEX8	TCEAL3
LCA19	USP45
C11orf70	CFAP300
DNAAF17	CFAP300
FBB5	CFAP300
C18orf45	TMEM241
SLC35D4	TMEM241
hVVT	TMEM241
NBIA7	REPS1
C7orf35	TMEM60
DC32	TMEM60
C5orf62	SMIM3
MST150	SMIM3
NID67	SMIM3
H2A/S	H2AC12
H2AFALii	H2AC12
H2AH	H2AC12
HIST1H2AH	H2AC12
dJ86C11.1	H2AC12
H2B/S	H2BC12
H2BFAiii	H2BC12
H2BFT	H2BC12
H2BK	H2BC12
HIST1H2BK	H2BC12
KAP9.4	KRTAP9-4
KRTAP9.4	KRTAP9-4
KAP4.1	KRTAP4-1
KAP4.10	KRTAP4-1
KRTAP4-10	KRTAP4-1
KRTAP4.10	KRTAP4-1
KAP4.5	KRTAP4-5
KRTAP4.5	KRTAP4-5
KAP4.3	KRTAP4-3
KAP4.2	KRTAP4-2
KRTAP4.2	KRTAP4-2
KAP3.3	KRTAP3-3
KRTAP3.3	KRTAP3-3
KAP2.1B	KRTAP2-4
KAP2.3	KRTAP2-3
KAP2.4	KRTAP2-3
KRTAP2.3	KRTAP2-3
KRTAP2.4	KRTAP2-3
BNIP-H	ATCAY
STLS	COL27A1
Alb	FBF1
FBF-1	FBF1
HDCME13P	PPIL4
C6orf33	PAQR8
LMPB1	PAQR8
MPRB	PAQR8
CT2.5	BAGE5
CT2.4	BAGE4
MLL3P	BAGE4
CT2.3	BAGE3
EWWD	ABCC11
WW	ABCC11
GAL12	LGALS12
KIAA1644	SHISAL1
KAP4A	KRTAP4-16
KRTAP4-16P	KRTAP4-16
KRTAP4P1	KRTAP4-16
DEL22q13.3	SHANK3
PROSAP2	SHANK3
PSAP2	SHANK3
SCZD15	SHANK3
SPANK-2	SHANK3
7h3	SYDE1
SYD1	SYDE1
RNF88	TRIM5
TRIM5alpha	TRIM5
C20orf99	ZCCHC3
CDG1I	ALG2
CDGIi	ALG2
CMS14	ALG2
CMSTA3	ALG2
NET38	ALG2
hALPG2	ALG2
KMLC	MYLK2
MLCK2	MYLK3
skMLCK	MYLK2
FAM40A	STRIP1
FAR11A	STRIP1
RIM-BP3	RIMBP3
RIM-BP3.1	RIMBP3
RIM-BP3.A	RIMBP3
RIMBP3.1	RIMBP3
RIMBP3A	RIMBP3
MICAL-L1	MICALL1
MIRAB13	MICALL1
GCP-6	TUBGCP6
GCP6	TUBGCP6
MCCRP	TUBGCP6
MCCRP1	TUBGCP6
MCPHCR	TUBGCP6
C21orf70	SLX9
FAM207A	SLX9
PRED56	SLX9
DRIP78	DNAJC14
HDJ3	DNAJC14
LIP6	DNAJC14
Naked1	NKD1
Naked2	NKD2
FLIPT2	SLC22A16
HEL-S-18	SLC22A16
OAT6	SLC22A16
OKB1	SLC22A16
dJ261K5.1	SLC22A16
IPCA-2	SLC45A3
IPCA-6	SLC45A3
IPCA-8	SLC45A3
IPCA6	SLC45A3
PCANAP2	SLC45A3
PCANAP6	SLC45A3
PCANAP8	SLC45A3
PRST	SLC45A3
P76RBE	RHPN2
RHOBP	RHPN2
CYCB3	CCNB3
MADP-1	ZCRB1
MADP1	ZCRB1
RBM36	ZCRB1
SNRNP31	ZCRB1
ZCCHC19	ZCRB1
C4orf35	CABS1
CLPH	CABS1
NYD-SP26	CABS1
STN2	STON2
STNB	STON2
STNB2	STON2
DEE23	DOCK7
EIEE23	DOCK7
ZIR2	DOCK7
PDIP-1	HELZ2
PRIC285	HELZ2
C10orf23	KNDC1
RASGEF2	KNDC1
Very-KIND	KNDC1
bB439H18.3	KNDC1
v-KIND	KNDC1
CLR	DCLK3
DCAMKL3	DCLK3
DCDC3C	DCLK3
DCK3	DCLK3
CLERC	LRRCC1
CLERK	LRRCC1
VFL1	LRRCC1
CASPR4	CNTNAP4
MARSIS	ZFHX2
ZFH-5	ZFHX2
ZFH5	ZFHX2
ZNF409	ZFHX2
quo	KIAA1755
D1A	ITPRIP
DANGER	ITPRIP
KIAA1754	ITPRIP
bA127L20	ITPRIP
bA127L20.2	ITPRIP
UNKEMPT	UNK
ZC3H5	UNK
ZC3HDC5	UNK
C1orf222	CFAP74
CILD49	CFAP74
KIAA1751	CFAP74
C15orf36	DISP2
DISPB	DISP2
HsT16908	DISP2
LINC00594	DISP2
CNOT12	TNKS1BP1
TAB182	TNKS1BP1
KIAA1737	CIPC
KIAA1731	CEP295
SCKL11	CEP295
ROLSB	TANC1
TANC	TANC1
INF1	FHDC1
MCPIP3	ZC3H12C
SSH-2	SSH2
SSH-2L	SSH2
EPT1	SELENOI
SELI	SELENOI
SEPI	SELENOI
SPG81	SELENOI
LP3727	LBX2
COXPD1	GFM1
EFG	GFM1
EFG1	GFM1
EFGM	GFM1
EGF1	GFM1
GFM	GFM1
hEFG1	GFM1
mtEF-G1	GFM1
CFAP250	CCDC65
DRC2	CCDC65
FAP250	CCDC65
NYD-SP28	CCDC65
CSP-beta	DNAJC5B
ZNF898B	SCRT2
MBD3L	MBD3L1
ObgH2	GTPBP10
UG0751c10	GTPBP10
HSF2L	HSFY2
HSFY	HSFY2
COXPD13	PNPT1
DFNB70	PNPT1
OLD35	PNPT1
PNPASE	PNPT1
SCA25	PNPT1
old-35	PNPT1
A2LD1	GGACT
ANKRD13	ANKRD13A
NY-REN-25	ANKRD13A
C6orf153	RRP36
dJ20C7.4	RRP36
RNF87	TRIM4
RSP44	RSPH1
RSPH10A	RSPH1
TSA2	RSPH1
TSGA2	RSPH1
YUKOPIN	SERPINB12
EPIPIN	SERPINB11
SERPIN11	SERPINB11
BLOC3S2	HPS4
GP63	LMLN
IX14	LMLN
PRO940	SIGLEC10
SIGLEC-10	SIGLEC10
SLG2	SIGLEC10
GAL3ST-3	GAL3ST3
POMFIL1	NAV3
STEERIN3	NAV3
unc53H3	NAV3
POMFIL3	NAV1
STEERIN1	NAV1
UNC53H1	NAV1
HELAD1	NAV2
POMFIL2	NAV2
RAINB1	NAV2
STEERIN2	NAV2
UNC53H2	NAV2
HB2E	PPP1R3F
LL0XNC01-7P3.1	PPP1R3F
R3F	PPP1R3F
K2p17.1	KCNK17
TALK-2	KCNK17
TALK2	KCNK17
TASK-4	KCNK17
TASK4	KCNK17
CHRNA7-DR1	CHRFAM7A
D-10	CHRFAM7A
B'-T	ARHGAP11B
FAM7B1	ARHGAP11B
GAP (1-8)	ARHGAP11B
EST182763	ABCC10
SIMRP7	ABCC10
ZFYVE5	FGD3
NWK2	FCHSD1
ATG16B	ATG16L2
WDR80	ATG16L2
C9orf28	MVB12B
FAM125B	MVB12B
S2V	SIGLEC12
SLG	SIGLEC12
Siglec-XII	SIGLEC12
LZTR2	SEC16B
PGPR-p117	SEC16B
RGPR	SEC16B
RGPR-p117	SEC16B
SEC16S	SEC16B
NYD-SP27	PLCZ1
PLC-zeta-1	PLCZ1
PLCzeta	PLCZ1
SPGF17	PLCZ1
RNF93	TRIM15
ZNF178	TRIM15
ZNFB7	TRIM15
AQPA_HUMAN	AQP10
MTDPS18	SLC25A21
AAT1alpha	CFAP91
C3orf15	CFAP91
CaM-IP2	CFAP91
MAATS1	CFAP91
SPATA26	CFAP91
SPGF51	CFAP91
D55	TPD52L3
NYDSP25	TPD52L3
TPD55	TPD52L3
hD55	TPD52L3
CPHD4	LHX4
CT43	FATE1
FATE	FATE1
CD2F-10	SLAMF9
CD2F10	SLAMF9
CD84-H1	SLAMF9
CD84H1	SLAMF9
SF2001	SLAMF9
ZEC	ZNF628
Zfp628	ZNF628
CFAP133	DYNC2I2
DIC5	DYNC2I2
FAP133	DYNC2I2
SRTD11	DYNC2I2
WDR34	DYNC2I2
bA216B9.3	DYNC2I2
BPIDS	UBE3B
KOS	UBE3B
C16orf45	BMERB1
MINP	BMERB1
ARHT2	RHOT2
C16orf39	RHOT2
MIRO-2	RHOT2
MIRO2	RHOT2
RASL	RHOT2
MST114	GLB1L2
MSTP114	GLB1L2
KNSL8	KLC4
bA387M24.3	KLC4
C9orf140	SAPCD2
p42.3	SAPCD2
SEMDFA	RSPRY1
ATPBD4	DPH6
Stx	MIDN
C6orf157	UBE3D
H10BH	UBE3D
UBE2CBP	UBE3D
YJR141W	UBE3D
C14orf152	FAM181A
JM11	CCDC120
KOX28	ZNF30
LL5b	PHLDB2
LL5beta	PHLDB2
C9orf69	TMEM250
DBA14	TSR2
DT1P1A10	TSR2
WGG1	TSR2
HERG3	KCNH7
Kv11.3	KCNH7
BDPL	BTBD6
TSPAN	TSPAN18
C14orf143	EFCAB11
MRXSPM	HS6ST2
NYS	FRMD7
NYS1	FRMD7
XIPAN	FRMD7
C20orf130	EMILIN3
EMILIN5	EMILIN3
dJ620E11.4	EMILIN3
C20orf169	SYS1
dJ453C12.4	SYS1
dJ453C12.4.1	SYS1
C20orf170	WFDC8
HEL-S-292	WFDC8
WAP8	WFDC8
dJ461P17.1	WFDC8
C20orf161	SNX21
PP3993	SNX21
SNX-L	SNX21
SNXL	SNX21
dJ337O18.4	SNX21
C20orf162	ZSWIM1
SRP	UCN2
UCN-II	UCN2
UCNI	UCN2
UR	UCN2
UNC5H1	UNC5A
AIPDS	OTULIN
FAM105B	OTULIN
GUM	OTULIN
IMD107	OTULIN
R29124_1	CEACAM21
C3orf25	EFCAB12
BKLHD2	KLHL13
DSCP1	TP53I13
TGIFLX	TGIF2LX
XTP7	EXOC3L2
HKr18	ZNF160
HZF5	ZNF160
KR18	ZNF160
ATPBD3	CTU1
NCS6	CTU1
C5orf30	MACIR
C8orf72	FAM110B
C19orf72	DCAF15
C15orf42	TICRR
SLD3	TICRR
Treslin	TICRR
MED30S	MED30
THRAP6	MED30
TRAP25	MED30
2900010K02Rik	TMEM41A
F5F8D2	MCFD2
LMAN1IP	MCFD2
SDNSF	MCFD2
C15orf57	CCDC32
CFNDS	CCDC32
C15orf23	KNSTRN
SKAP	KNSTRN
TRAF4AF1	KNSTRN
ATP6E1	ATP6V1E2
ATP6EL2	ATP6V1E2
ATP6V1EL2	ATP6V1E2
VMA4	ATP6V1E2
ZPR9	ZNF622
3'HEXO	ERI1
HEXO	ERI1
HXAL	ERI1
SEMDGC	ERI1
SEMDGS	ERI1
THEX1	ERI1
CKBBP2	GADD45GIP1
CKbetaBP2	GADD45GIP1
CRIF1	GADD45GIP1
MRP-L59	GADD45GIP1
PLINP	GADD45GIP1
PLINP-1	GADD45GIP1
PRG6	GADD45GIP1
Plinp1	GADD45GIP1
mL64	GADD45GIP1
BC37295_3	ZNF835
C12orf23	TMEM263
Ses2	PHETA2
FinGER8	YIF1B
KABAMAS	YIF1B
C6orf142	MLIP
CIP	AK6
MMCKR	MLIP
NUMBIP	DUOXA1
mol	DUOXA1
C1orf201	STPG1
MAPO2	STPG1
C10orf42	MCU
CCDC109A	MCU
HsMCU	MCU
HIT-40	ZNF799
HIT40	ZNF799
ZNF842	ZNF799
C19orf52	TIMM29
TIM29	TIMM29
C5orf31	LYRM7
MC3DN8	LYRM7
MZM1L	LYRM7
C21orf105	ERVH48-1
NDUFV3-AS1	ERVH48-1
SUPYN	ERVH48-1
ARHGAP37	STARD13
DLC2	STARD13
GT650	STARD13
LINC00464	STARD13
CG018	N4BP2L1
AIRAP	ZFAND2A
KRBO2	ZNF486
TGIFLY	TGIF2LY
DFNY2	TBL1Y
C14orf121	CARMIL3
LRRC16B	CARMIL3
crml-1	CARMIL3
CMT2P	LRSAM1
RIFLE	LRSAM1
SEC11L3	SEC11C
SPC21	SEC11C
SPCS4C	SEC11C
CXorf44	VCF2
FAM104B	VCF2
CT16	PAGE5
CT16.1	PAGE5
CT16.2	PAGE5
GAGEE1	PAGE5
PAGE-5	PAGE5
1190004M21Rik	PYGO2
CCDC45	CEP95
Ccr4d	ANGEL2
KIAA0759L	ANGEL2
C14orf9	PIP4P1
TMEM55B	PIP4P1
PRMT10	PRMT9
HKr19	ZNF479
KR19	ZNF479
C16orf93	CFAP119
CCDC189	CFAP119
WEX3	TCEAL8
PPP1R146	SPOCD1
C16orf34	JPT2
C16orf31	SPSB3
SSB3	SPSB3
C9orf26	IL33
DVS27	IL33
IL1F11	IL33
NF-HEV	IL33
NFEHEV	IL33
C9orf123	DMAC1
TMEM261	DMAC1
RINCK	TRIM41
NEDIHSS	ESAM
W117m	ESAM
AARF	ADCK2
DDX57	DHX57
C16DELp11.2	CREB3L1
DEL16p11.2	CREB3L1
OASIS	CREB3L1
OI16	CREB3L1
FRL2	FMNL3
WBP-3	FMNL3
WBP3	FMNL3
LASS5	CERS5
Trh4	CERS5
DP9	DPP9
DPLP9	DPP9
DPP IX	DPP9
DPRP-2	DPP9
DPRP2	DPP9
HATIS	DPP9
IMD111	DPP9
AP-5	AP5B1
PP1030	AP5B1
NY-REN-41	CCDC34
RAMA3	CCDC34
SPGF76	CCDC34
NY-BR-1	ANKRD30A
GOA	TRIM47
RNF100	TRIM47
BC39498_3	ZNF682
HsT1031	L3MBTL4
HMSN6B	SLC25A46
PCH1E	SLC25A46
JBTS6	TMEM67
MECKELIN	TMEM67
MKS3	TMEM67
NPHP11	TMEM67
TNEM67	TMEM67
Sancho	TIGD7
EEF1A2BP1	IGFN1
NSR1	SCARF2
SREC-II	SCARF2
SREC2	SCARF2
SRECRP-1	SCARF2
VDEGS	SCARF2
GGTL4	GGTLC2
EDSSPD3	SLC39A13
LZT-Hs9	SLC39A13
SCDEDS	SLC39A13
ZIP13	SLC39A13
FAM44B	BOD1
C9orf30	MSANTD3
TMEM112B	LMF2
TMEM153	LMF2
C12orf29	RLIG1
Rnl	RLIG1
C19orf22	R3HDM4
ASBABP1	TMEM259
C19orf6	TMEM259
MBRL	TMEM259
MEMBRALIN	TMEM259
R32184_3	TMEM259
C22orf14	DERL3
IZP6	DERL3
LLN2	DERL3
derlin-3	DERL3
C2AIL	CDKN2AIPNL
KUB3	ATP23
XRCC6BP1	ATP23
C19orf40	FAAP24
RDLKD	ACBD5
RLSDF	PKDCC
SGK493	PKDCC
Vlk	PKDCC
Pix-1	ISX
RAXLX	ISX
FAM113B	PCED1B
PP6-ARS-B	ANKRD44
SAND	RSAD2
cig33	RSAD2
cig5	RSAD2
vig1	RSAD2
COA-1	UBXN11
PP2243	UBXN11
SOC	UBXN11
SOCI	UBXN11
UBXD5	UBXN11
C12orf65	MTRFR
COXPD7	MTRFR
SPG55	MTRFR
mtRF-R	MTRFR
AROS	RPS19BP1
S19BP	RPS19BP1
FAYV2820	PLXNA4
PLEXA4	PLXNA4
PLXNA4A	PLXNA4
PLXNA4B	PLXNA4
PRO34003	PLXNA4
CCDC16	ZNF830
OMCG1	ZNF830
SLFN8/9	SLFN11
RRP17	RASL10B
VTS58635	RASL10B
C14orf52	CHURC1
My015	CHURC1
chch	CHURC1
dJ85M6.4	DEPDC7
CMH20	NEXN
NELIN	NEXN
ECAT8	TDRD12
ATP12	ATPAF2
ATP12p	ATPAF2
LP3663	ATPAF2
MC5DN1	ATPAF2
Boi	BOC
CDON2	BOC
CLR19.3	NLRP12
FCAS2	NLRP12
NALP12	NLRP12
PAN6	NLRP12
PYPAF7	NLRP11
RNO	NLRP12
RNO2	NLRP12
SB135	MYADM
sytXII	SYT12
C1orf155	CENPL
CENP-L	CENPL
dJ383J4.3	CENPL
C22orf32	SMDT1
DDDD	SMDT1
EMRE	SMDT1
RNF191	LONRF1
ACY-3	ACY3
HCBP1	ACY3
IPPI2	IDI2
YT521	YTHDC1
YT521-B	YTHDC1
C14orf117	MIDEAS
C14orf43	MIDEAS
ELMSAN1	MIDEAS
LSR68	MIDEAS
c14_5541	MIDEAS
KIAA1919	MFSD4B
NaGLT1	MFSD4B
SLC60A2	MFSD4B
C14orf46	LIN52
c14_5549	LIN52
C2orf10	ZNF804A
APUG	NEK9
LCCS10	NEK9
NERCC	NEK9
NERCC1	NEK9
CABL1	CABLES1
CABLES	CABLES1
HsT2563	CABLES1
IK3-1	CABLES1
FAM55C	NXPE3
MST115	NXPE3
MSTP115	NXPE3
ABH8	ALKBH8
MRT71	ALKBH8
TRM9	ALKBH8
TRMT9	ALKBH8
TRMT9A	ALKBH8
caMLCK	MYLK3
C14orf73	EXOC3L4
Bun107	WDR20
DMR	WDR20
CHL	KLHDC8B
MGC1	CHRDL1
MGCN	CHRDL1
NRLN1	CHRDL1
VOPT	CHRDL1
dA141H5.1	CHRDL1
NY-BR-20	CALML4
MARVD3	MARVELD3
MRVLDC3	MARVELD3
CDG1N	RFT1
NEDCAFD	TTC5
Strap	TTC5
hCG_2033039	FDXACB1
SMUCKLER	TIMD4
TIM4	TIMD4
B17.2L	NDUFAF2
MC1DN10	NDUFAF2
MMTN	NDUFAF2
NDUFA12L	NDUFAF2
mimitin	NDUFAF2
CDG2E	COG7
CXorf40	EOLA1
CXorf40A	EOLA1
CS-3	MYOZ3
CS3	MYOZ3
FATZ-3	MYOZ3
FRP3	MYOZ3
C19orf20	TPGS1
GTRGEO22	TPGS1
PGs1	TPGS1
CycM	CCNQ
FAM58A	CCNQ
CG7943	SLC25A51
MCART1	SLC25A51
A-388D4.1	SNX29
RUNDC2A	SNX29
GGTL6	GGTLC1
GGTLA3	GGTLC1
GGTLA4	GGTLC1
dJ831C21.1	GGTLC1
dJ831C21.2	GGTLC1
C7orf39	ZC3HAV1L
CFAP259	IFT70A
FAP259	IFT70A
TTC30A	IFT70A
TTC30B	IFT70B
MST093	INTS4
C18orf4	DSEL
DE-epi2	DSEL
3D3	MTDH
AEG-1	MTDH
AEG1	MTDH
LYRIC	MTDH
LYRIC/3D3	MTDH
ABBA	MTSS2
ABBA-1	MTSS2
ABBA1	MTSS2
IDDOF	MTSS2
MTSS1L	MTSS2
GTP	MTG1
GTPBP7	MTG1
DCUBP	UBTD2
CORD15	CDHR1
PCDH21	CDHR1
PRCAD	CDHR1
RP65	CDHR1
DUSP27	DUSP29
CAPZIP	RCSD1
MK2S4	RCSD1
DENBA	LMBRD2
DC47	KGD4
MRP-S36	KGD4
MRPS36	KGD4
GIOT-1	ZNF461
GIOT1	ZNF461
HZF28	ZNF461
SZFP41	ZNF585B
Zfp27	ZNF585A
GATF-C	GLYATL1
GNAT	GLYATL1
PPP1R152	TMEM132C
HIN-1	SCGB3A1
LU105	SCGB3A1
PnSP-2	SCGB3A1
UGRP2	SCGB3A1
D4S2561E	TMEM129
MEX-3A	MEX3A
RKHD4	MEX3A
RNF162	MEX3A
LYK5	STRADA
NY-BR-96	STRADA
PMSE	STRADA
STRAD	STRADA
STRAD alpha	STRADA
Stlk	STRADA
C17orf72	PRR29
AsTP2	METTL18
C1orf156	METTL18
HPM1	METTL18
NTKLBP1	GORAB
SCYL1BP1	GORAB
PFBMFT7	NAF1
SSB-4	SPSB4
SSB4	SPSB4
ACPL2	PXYLP1
HEL124	PXYLP1
XYLP	PXYLP1
MRFF	MRRF
MTRRF	MRRF
SNF7-3	CHMP4C
Shax3	CHMP4C
VPS32C	CHMP4C
BBIP10	BBIP1
BBS18	BBIP1
NCRNA00081	BBIP1
bA348N5.3	BBIP1
LDH6B	LDHAL6B
LDHAL6	LDHAL6B
LDHL	LDHAL6B
CYTSB	SPECC1
HCMOGT-1	SPECC1
HCMOGT1	SPECC1
NSP5	SPECC1
MJDL	ATXN3L
BICDR-1	BICDL1
BICDR1	BICDL1
CCDC64	BICDL1
CCDC64A	BICDL1
H_267D11.1	BICDL1
HSD13	FANK1
SCN4	G6PC3
UGRP	G6PC3
MATS2	MOB1B
MOB4A	MOB1B
MOBKL1A	MOB1B
MGCA9	TIMM50
TIM50	TIMM50
TIM50L	TIMM50
T2BP	TIFA
TIFAA	TIFA
C20orf72	MGME1
DDK1	MGME1
MTDPS11	MGME1
bA504H3.4	MGME1
C20orf88	DTD1
DUE-B	DTD1
DUEB	DTD1
pqn-68	DTD1
Noxp20	FAM114A1
C1orf37	TMEM183A
C9orf112	DPH7
RRT2	DPH7
WDR85	DPH7
UNQ26	DNER
bet	DNER
JM24	SLC38A5
SN2	SLC38A5
SNAT5	SLC38A5
pp7194	SLC38A5
C20orf114	BPIFB1
LPLUNC1	BPIFB1
C2orf39	DRC1
CCDC164	DRC1
CILD21	DRC1
SPGF80	DRC1
DHB	HELB
hDHB	HELB
PP203	SHKBP1
Sb1	SHKBP1
H2AW	H2AC25
HIST3H2A	H2AC25
CENP-Z	ZNF276
CENPZ	ZNF276
ZADT	ZNF276
ZFP276	ZNF276
ZNF477	ZNF276
C19orf32	REEP6
DP1L1	REEP6
REEP6.1	REEP6
REEP6.2	REEP6
RP77	REEP6
TB1	REEP6
TB2L1	REEP6
Yip2f	REEP6
BXDC4	IMP4
HNRPLL	HNRNPLL
SRRF	HNRNPLL
COXPD25	MARS2
MetRS	MARS2
mtMetRS	MARS2
ADAMTSL-1	ADAMTSL1
ADAMTSR1	ADAMTSL1
C9orf94	ADAMTSL1
PUNCTIN	ADAMTSL1
PEX11gamma	PEX11G
MARCH-IX	MARCHF9
MARCH9	MARCHF9
RNF179	MARCHF9
ZNF651	ZBTB47
beta3GnT7	B3GNT7
AIRP	NT5C1B-RDH14
CN-IB	NT5C1B
CN1B	NT5C1B
DFNB124	PKHD1L1
PKHDL1	PKHD1L1
C13orf27	TEX30
LINCR	NEURL3
RNF132	NEURL3
UNQ729	DMKN
ZD52F10	DMKN
NAPRT1	NAPRT
PP3856	NAPRT
KV6.3	KCNG3
KV6.4	KCNG4
TMEM142C	ORAI3
NOE2	OLFM2
NOELIN2	OLFM2
NOELIN2_V1	OLFM2
OlfC	OLFM2
KMT8C	PRDM6
PDA3	PRDM6
PRISM	PRDM6
GPI-MT-I	PIGM
CD316	IGSF8
CD81P3	IGSF8
EWI-2	IGSF8
EWI2	IGSF8
KCT-4	IGSF8
LIR-D1	IGSF8
PGRL	IGSF8
C1orf158	CFAP107
AGLA546	PGAP3
PERLD1	PGAP3
PP1498	PGAP3
hCOS16	PGAP3
CCDC114	ODAD1
CILD20	ODAD1
CT50	LEMD1
LEMP-1	LEMD1
DGT4	HAUS8
HICE1	HAUS8
NY-SAR-48	HAUS8
CFBP	MVB12A
FAM125A	MVB12A
HTMP10	OPALIN
TMEM10	OPALIN
TMP10	OPALIN
EMC5	MMGT1
TMEM32	MMGT1
MYLC2PL	MYL10
PLRLC	MYL10
C10orf94	SYCE1
CT76	SYCE1
POF12	SYCE1
SPGF15	SYCE1
R30923_1	ARMC6
C14orf32	MAPK1IP1L
MISS	MAPK1IP1L
c14_5346	MAPK1IP1L
TPIP	TPTE2
HSPC105	SDR42E1
ANUBL1	ZFAND4
HEL-S-88	TRMT10A
MSSGM	TRMT10A
MSSGM1	TRMT10A
RG9MTD2	TRMT10A
TRM10	TRMT10A
RCD4	CACNA2D4
Gm85	TBC1D31
WDR67	TBC1D31
FBG3	FBXO44
FBX6A	FBXO44
Fbx44	FBXO44
Fbxo6a	FBXO44
PAM14	MRFAP1
ADA2(beta)	TADA2B
ADA2B	TADA2B
FERRY1	TBCK
Fy-1	TBCK
HSPC302	TBCK
IHPRF3	TBCK
TBCKL	TBCK
PILT	TJAP1
TJP4	TJAP1
MGBL	MYOCD
MYCD	MYOCD
ACPT	ACP4
AI1J	ACP4
CAPPA3	CAPZA3
Gsg3	CAPZA3
HEL-S-86	CAPZA3
MacGAP	ARHGAP18
SENEX	ARHGAP18
bA307O14.2	ARHGAP18
ACRC	GCNA
NAAR1	GCNA
SPGFX4	GCNA
ARP8	APOBEC3F
INO80N	ACTR8
hArp8	ACTR8
ATPI	ATP5IF1
ATPIF1	ATP5IF1
ATPIP	ATP5IF1
CLEC4N	CLEC6A
CLECSF10	CLEC6A
dectin-2	CLEC6A
hDECTIN-2	CLEC6A
CAGH44	FOXP2
SPCH1	FOXP2
TNRC10	FOXP2
DEE95	PIGS
GPIBD18	PIGS
PIG-S	PIGS
C17orf29	TTYH2
CA125	MUC16
POM121-L	POM121L2
POM121L	POM121L2
CG-beta-a	CGB7
CGB6	CGB7
LRIG4	LRRC4B
NGL-3	LRRC4B
Prsp	HTRA3
Tasp	HTRA3
CAM-KIIN	CAMK2N2
CAMKIIN	CAMK2N2
MTF	FTMT
HZF12	ZNF101
BSTA	SYAP1
PRO3113	SYAP1
SLC56A1	SFXN1
TCC	SFXN1
CT51	HSPB9
BBG-TCC	SFXN5
SLC56A5	SFXN5
BM020	PAXBP1
C21orf66	PAXBP1
FSAP105	PAXBP1
GCFC	PAXBP1
GCFC1	PAXBP1
HBEBP1	TMEM203
SLP3	SYTL3
slp5	SYTL5
DCDC4B	RP1L1
OCMD	RP1L1
RP88	RP1L1
MRP9	ABCC12
HFH1	FOXQ1
HG3E	GNG8
